date,ki_role,ki_role_other,ki_resident,ki_disp_status,ki_gender,region,district,settlement,settlement_nearest,settlement_other,site_name,locale,settlement_type,number_families,number_individuals,ki_keeps_record,males_0_1,females_0_1,males_1_4,females_1_4,males_5_17,females_5_17,males_18_59,females_18_59,males_60_over,females_60_over,children,adult_males,adult_females,elderly_males,elderly_females,pop_idps,pop_refugees,pop_returning_idps,pop_returning_refugees,pop_host,idps_arrived,site_full,site_wall,site_expand,site_pathway,site_occupied,site_occupied_majority,camp_management,camp_management_other,cm_agency,committees_onsite,women_representation,conflict_resolution,community_space,womens_space,landowner,landowner_other,private_landowner,private_landowner_other,tenure_agreement,agreement_level,agreement_written,agreement_timed,agreement_expires,recognised_by_authority,rent_charged,rent_charged_other,past_flood,past_flood_date,eviction_three_months,idp_aoo_primary,idp_primary_left,idp_primary_left_other,idp_aoo_secondary,idp_secondary_left,idp_secondary_left_other,idp_aoo_tertiary,idp_tertiary_left,idp_tertiary_left_other,unacc_minors,separated_children,female_hh,child_hh,phys_disabled,mental_disabled,vuln_hh_location,friction_host,friction_site,eviction_notice,cfs_onsite,security_concerns,security_risks,free_movt_men,free_movt_women,free_movt_boys,free_movt_girls,night_light,physical_violence,security_provider,uasc_month,child_recruitment,shelter_types,shelter_types_other,shelter_number,electricity,shelter_support,shelter_support_types,shelter_support_types_other,shelter_lock,shelter_sleeping_sep,nfi_market_avail,nfi_market_distance,nfi_market_safe,wood_collection,wood_distance,toilets_male,toilets_female,toilets_nondisag,bathing,toilets_male_func,toilets_female_func,toilets_nondisag_func,bathing_func,handwashing_toilets,toilets_lock,toilets_lit,toilets_dist,potable_water,potable_water_functioning,water_problems,damaged,dry,polluted,other33,water_problems_other,water_sources,water_sources_other,water_source_distance,water_avail_days,waste_disposal,food_distr,food_distr_freq,food_distr_last,food_market_avail,food_market_dist,food_source,health_avail,health_dist,female_staff,health_birth,impediments_women,types_impediments,types_impediments_other,impediments_othergroups,health_issues,health_issues_other,disease_outbreak,outbreak_last,outbreak_type,outbreak_other,school_avail,school_dist,school_type,school_type_other,nutrition_avail,nutrition_dist,nutrition_service,nutrition_service_other,info_sources,info_sources_other,info_needs,info_needs_other,info_sufficient,complaints_mechanism,primary_language,secondary_languages,geopoint_latitude,geopoint_longitude,n_validation/reliable_ki,n_validation/supported_obs
43001,community_leader, ,yes,return_idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Allaqabe,urban,spontaneous_site,60,285,no, , , , , , , , , , ,105,70,96,8,6,0,0,50,10,0,23,yes,no,no,no,41644,42010,no_management, , ,residents,yes,community_leader elders,no,no,private, ,host, ,formal,community,verbal,yes,43709,yes,no_rent, ,no, ,yes, , , , , , , , , , ,4,26, ,14,1,yes,no,no,no,yes,none, ,yes,yes,yes,yes,no,no,none,no,no,buul cgi,,45,no,no, , ,no,no,yes,25,yes,yes,25,0,0,10,0, , ,10, ,no,yes,no,no,no, , , , , , , , , ,55,3,dnk,none, , ,yes,15,market,yes,50,yes,yes,no, , ,no,cholera_awd, ,yes,42743,malaria, ,no, , , ,no, , , ,friends_family religious_leader, ,food health contact_aid, ,no,no,somali_standard,somali_maay,-0.35620546,42.53039392,yes,yes
43005,gatekeeper camp_manager, ,yes,idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Farhan 2,urban,spontaneous_site,65,325,no, , , , , , , , , , ,100,80,96,24,25,65,0,0,0,0,2,yes,yes,no,no,41640,42012,community_leader, , ,elder_meeting,no,committees community_leader,no,no,private, ,host, ,formal,community,written,yes,43070,yes,no_rent, ,no, ,no,lower_juba,conflict_surrounding drought, ,middle_juba,conflict_surrounding drought, , , , ,2,3,9, ,1,1,yes,no,no,no,no,none, ,yes,yes,yes,yes,no,no,nat_police,no,no,buul,,70,no,no, , ,yes,no,yes,20,yes,yes,480,0,0,9,0, , ,9, ,no,yes,no,no,no, , , , , , , , , ,15,7,weekly,none, , ,yes,20,market,no, , ,yes, , , , ,malaria, ,yes,42743,malaria, ,no, , , ,no, , , ,radio, ,food water shelter, ,no,no,somali_standard,somali_maay,-0.359443066,42.55048333,yes,yes
43002,community_leader, ,yes,idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Baas 1,urban,spontaneous_site,72,435,no, , , , , , , , , , ,210,70,105,20,30,72,0,0,0,0,10,yes,no,no,no,41649,41650,no_management, , ,elder_meeting wash health,no,community_leader local_government elders,no,no,private, ,business, ,informal,community, ,no, ,no,cash, ,no, ,no,lower_juba,conflict_surrounding drought, ,middle_juba,conflict_surrounding drought, , , , , ,3,12, ,5, ,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,clan,no,no,buul tent cgi,,60,no,no, , ,no,no,yes,20,yes,yes,150,0,0,8,0, , ,6, ,yes,yes,no,yes,no, , , , , , , , , ,25,7,weekly,none, , ,yes,20,market,yes,20,yes,yes,no, , ,no,cholera_awd malaria, ,yes,42742,cholera_awd, ,yes,20,primary quranic, ,yes,20,otp tsfp iycf, ,friends_family radio, ,food health contact_aid water shelter, ,no,no,somali_standard,somali_maay mushunguli,-0.339964095,42.56059564,yes,yes
43004,community_leader camp_manager, ,yes,idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Mudul,urban,spontaneous_site,97,485,no, , , , , , , , , , ,150,80,105,60,90,97,0,0,0,0,0,yes,no,no,no,41275,41275,community_leader, , ,none,no,committees community_leader,yes,no,private, ,host, ,formal,community,written,yes,44197,no,no_rent, ,no, ,no,lower_juba,conflict_surrounding drought, ,middle_juba,conflict_surrounding drought, , , , , , ,1, ,3, ,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,nat_police, ,no,buul cgi,,100,no,yes,emergency, ,no,no,yes,10,yes,yes,480,0,0,8,0, , ,8, ,yes,no,no,no,no, , , , , , , , , ,5,7,weekly,none, , ,yes,10,market,no, , ,no, , , , ,malaria, ,yes,42744,malaria, ,yes,5,primary ecd, ,no, , , ,radio, ,food water, ,no,no,somali_standard,somali_maay,-0.365666943,42.54806384,yes,yes
43001,camp_manager, ,yes,idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Dharkenley,urban,spontaneous_site,150,800,no, , , , , , , , , , ,300,150,250,30,70,150,0,0,0,0,20,yes,no,no,no,33604,33605,no_management, , ,womens elder_meeting, ,committees,no,no,private, ,business, ,formal,community,written,no, ,no,no_rent, ,yes,42738,no,middle_juba,conflict_community drought no_livelihoods, ,middle_shabelle,conflict_community conflict_surrounding no_livelihoods, ,lower_shabelle,conflict_community conflict_other no_livelihoods, , , ,10,3,1,1,yes,yes,yes,no,no,none, ,yes,yes,yes,yes,yes,no,none, ,no,wattle_daub,,200,no,yes,nfis, ,yes,yes,yes,30,yes,yes,360,0,0,8,0, , ,8, ,no,yes,no,yes,no, , , , , , , , , ,5,5,weekly,none, , ,yes,30,market,yes,10,yes,yes,no, , ,no,none, ,no,40552,cholera_awd, ,yes,20,primary, ,no, , , ,friends_family radio, ,food health water shelter, ,no,no,somali_standard,somali_maay,-0.361433163,42.55037253,yes,yes
43002,community_leader, ,no,idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Bass 3,urban,spontaneous_site,21,80,no, , , , , , , , , , ,40,10,20,5,5,21,0,0,0,0,0,no,no,no,no,41852,41913,residents, , ,elder_meeting wash health,no,community_leader,no,no,local_authority, , , ,none, , , , ,no,no_rent, ,no, ,no,lower_juba,drought, ,middle_juba,drought no_livelihoods, ,lower_shabelle,drought no_livelihoods, , ,2,6, ,3, ,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,informal_sec,no,no,buul tent cgi,,21,no,no, , ,yes,no,yes,5,yes,yes,10,0,0,6,0, , ,6, ,yes,yes,yes,yes,no, , , , , , , , , ,10,5,weekly,none, , ,yes,30,market,yes,30,yes,no,no, , ,no,none, ,yes,42339,cholera_awd, ,yes,10,primary quranic, ,yes,30,sc tsfp, ,friends_family religious_leader radio, ,food, ,no,no,somali_standard,somali_sign,-0.344311159,42.55760752,yes,yes
43003,community_leader, ,yes,idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Jabril,urban,spontaneous_site,55,275,no, , , , , , , , , , ,110,60,80,10,15,55,0,0,0,0,55,yes,no,no,no,37995,38726,local_authority, , ,residents elder_meeting,no,committees community_leader elders,no,no,private, ,host, ,none, , , , ,no,no_rent, ,no, ,no,lower_juba,conflict_other drought, , , , , , , , , ,20, ,3,1,no,no,no,yes,no,eviction, ,yes,yes,yes,yes,yes,no,clan, ,no,buul wattle_daub,,65,no,no, , ,no,no,yes,30,yes,yes,60,0,0,6,0, , ,6, ,no,no,no,no,no, , , , , , , , , ,30,7,weekly,none, , ,yes,30,market,no, , ,no, , , , ,cholera_awd malaria, ,yes,42741,cholera_awd, ,no, , , ,no, , , ,friends_family radio, ,food health contact_aid water, ,no,yes,somali_maay,somali_standard mushunguli,-0.353493531,42.55223971,yes,yes
43003,gatekeeper business, ,yes,idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Bass 3B,urban,spontaneous_site,43,220,no, , , , , , , , , , ,100,30,50,15,25,43,0,0,0,0,0,no,no,no,no,41821,41944,residents, , ,residents,no,committees community_leader local_government,no,no,private, ,host, ,none, , , , ,no,no_rent, ,no, ,no,lower_juba,drought no_livelihoods no_services, ,middle_juba,drought no_livelihoods no_services, ,lower_shabelle,conflict_other drought no_livelihoods no_services, ,7,10,3, , , ,no,no,yes,no,no,none, ,yes,yes,yes,yes,no,no,informal_sec,no,no,buul tent,,43,no,no, , ,yes,no,yes,60,yes,yes,120,0,0,3,0, , ,3, ,no,yes,no,no,no, , , , , , , , , ,20,5,more_month,none, , ,yes,30,market,no, ,,no, , , , ,cholera_awd, ,no,42917,cholera_awd, ,no, , , ,no, , , ,friends_family radio, ,contact_aid water shelter, ,no,no,somali_sign,somali_standard somali_maay mushunguli,-0.346000391,42.55646511,yes,yes
43001,camp_manager, ,yes,idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Camp qurac,urban,spontaneous_site,65,150,no, , , , , , , , , , ,50,30,50,10,10,65,0,0,0,0,3,no,yes,yes,no,42013,42014,no_management, , ,residents,yes,committees,no,no,private, ,diaspora, ,none, , , , ,no,no_rent, ,yes,42738,no,middle_juba,conflict_community drought no_livelihoods, ,lower_juba, , , , , , , ,1, , ,2,yes,no,yes,yes,no,none, ,yes,yes,yes,yes,yes,no,none, ,no,buul,,60,no,no, , ,yes,no,yes,30,yes,yes,180,0,0,3,0, , ,3, ,no,no,no,yes,no, , , , , , , , , ,30,7,weekly,none, , ,yes,50,market,yes,20,yes,yes,no, , ,no,cholera_awd, ,yes,42372,cholera_awd, ,no, , , ,no, , , ,friends_family radio, ,food water shelter, ,no,no,somali_maay,somali_standard,-0.35961306,42.55022192,yes,yes
43004,community_leader, ,yes,idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Suley,urban,spontaneous_site,60,360,no, , , , , , , , , , ,155,60,90,20,35,60,0,0,0,0,0,yes,no,no,no,39091,39822,local_authority, , ,residents womens elder_meeting, ,committees community_leader elders,no,no,private, ,host, ,informal,community, ,no, ,no,no_rent, ,yes,42741,no,lower_juba,conflict_other drought, ,middle_juba,conflict_surrounding drought, , , , ,3,14,5, , , ,no,no,no,yes,no,eviction, ,yes,yes,yes,yes,no,no,clan,no,no,wattle_daub mud_adobe,,80,no,no, , ,no,no,yes,30,yes,yes,60,0,0,3,0, , ,3, ,no,no,no,no,no, , , , , , , , , ,60,7,weekly,none, , ,yes,30,market,no, , ,yes, , , , ,malaria, ,yes,42741,malaria, ,yes,20,primary, ,no, , , ,friends_family radio, ,food health contact_aid water, ,no,yes,somali_maay,somali_standard mushunguli,-0.35192987,42.55346041,yes,yes
43001,community_leader, ,yes,return_idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Buulagaduud,urban,spontaneous_site,90,390,no, , , , , , , , , , ,156,36,87,56,55,12,0,78,0,0,15,yes,no,no,yes,41646,42741,no_management, , ,wash,yes,community_leader elders,no,no,private, ,dnk, ,dnk, , , , ,yes,no_rent, ,no, ,no,middle_juba,conflict_surrounding drought, ,lower_juba,conflict_surrounding drought, , , , , ,23,89,5,20,18,no,no,no,no,no,none, ,yes,yes,yes,yes,yes,no,none,no,no,buul tent cgi,,85,no,no, , ,yes,no,yes,12,yes,no, ,0,0,3,0, , ,3, ,no,no,no,no,no, , , , , , , , , ,7,3,dnk,none, , ,yes,10,market,yes,25,yes,yes,no, , ,no,cholera_awd malaria, ,no,42741,cholera_awd, ,no, , , ,no, , , ,religious_leader aid_worker, ,health shelter, ,no,no,somali_standard,somali_maay,-0.356051377,42.53301644,yes,yes
43003,community_leader, ,yes,return_idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Gubaan 1,urban,spontaneous_site,35,226,no, , , , , , , , , , ,96,20,79,18,13,0,0,35,0,0,6,yes,no,no,no,42186,42491,no_management, , ,none,yes,community_leader elders,no,no,private, ,host, ,formal,community,verbal,no, ,no,cash, ,no, ,no, , , , , , , , , , ,2,15, ,4,7,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,nat_police,no,no,buul cgi,,40,no,yes,transitional nfis, ,yes,no,no, , ,yes,360,0,0,2,0, , ,2, ,no,no,no,no,no, , , , , , , , , ,50,5,never,none, , ,yes,50,market,yes,30,yes,yes,no, , ,no,malaria, ,no,42767,malaria, ,no, , , ,yes,30,tsfp, ,religious_leader community_leader, ,food water shelter, ,no,no,somali_standard,somali_maay,-0.366142408,42.54681851,yes,yes
43002,community_leader camp_manager, ,yes,idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Haidhafin,urban,spontaneous_site,36,180,no, , , , , , , , , , ,60,20,74,10,16,36,0,0,0,0,0,yes,no,no,yes,42012,42013,community_leader, , ,womens elder_meeting wash, ,committees community_leader elders,no,no,private, ,host, ,formal,community,written,yes,43678,yes,no_rent, ,no, ,no,lower_juba,conflict_surrounding threats drought no_livelihoods, , , , , , , , , ,2, , ,1,yes,no,no,no,no,none, ,yes,yes,yes,yes,no,no,nat_police, ,no,buul cgi,,50,no,no, , ,no,no,yes,30,yes,yes,240,0,0,2,0, , ,2, ,yes,no,no,no,no, , , , , , , , , ,10,7,weekly,none, , ,yes,30,market,yes,20,no,no,no, , ,no,malaria, ,yes,42743,malaria, ,yes,2,primary ecd, ,no, , , ,community_leader radio, ,food water, ,no,no,somali_standard,somali_maay,-0.360800857,42.53260369,yes,yes
43003,community_leader, ,yes,return_idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Ahmed binu Hambal,urban,planned_site,60,390,no, , , , , , , , , , ,136,56,112,36,50,0,0,60,0,0,6,no,no,no,no,39088,40185,no_management, , ,none,yes,community_leader elders,no,no,private, ,host, ,formal,community,verbal,no, ,yes,cash, ,no, ,no, , , , , , , , , , ,3,23, ,3, ,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,nat_police,no,no,buul cgi,,53,no,no, , ,yes,no,yes,60,yes,yes,360,0,0,2,0, , ,2, ,yes,yes,no,no,no, , , , , , , , , ,50,5,weekly,none, , ,yes,30,market,yes,20,yes,yes,no, , ,no,malaria, ,no,42739,malaria, ,yes,15,primary quranic, ,yes,50,tsfp, ,religious_leader community_leader, ,contact_aid water shelter, ,no,no,somali_standard,somali_maay,-0.366207278,42.54673982,yes,yes
43004,community_leader camp_manager, ,yes,idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Bulsho (Alanley),urban,spontaneous_site,47,235,no, , , , , , , , , , ,80,50,30,40,35,47,0,0,0,0,20,yes,no,no,no,42743,42743,community_leader, , ,womens wash, ,committees community_leader,no,no,private, ,host, ,informal,community, ,no, ,no,cash, ,no, ,no,lower_juba,conflict_surrounding drought, , , , , , , , ,17,31, , , ,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,nat_police,no,no,buul,,55,no,no, , ,no,no,yes,15,yes,yes,480,0,0,2,0, , ,2, ,no,no,no,no,no, , , , , , , , , ,60,7,weekly,none, , ,yes,15,market,yes,10,yes,no,no, , ,no,malaria, ,yes,42743,malaria, ,no, , , ,no, , , ,radio, ,food water shelter, ,no,no,somali_standard,somali_maay,-0.365874566,42.54749151,yes,yes
43001,camp_manager, ,yes,idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Camp yaaq,urban,spontaneous_site,100,600,no, , , , , , , , , , ,400,50,40,50,60,100,0,0,0,0,20,no,no,no,yes,41279,41641,community_leader, , ,womens elder_meeting, ,committees community_leader elders,no,no,private, ,host, ,informal,family, ,no, ,dnk,no_rent, ,no, ,no,lower_juba,conflict_surrounding drought, ,middle_juba,conflict_surrounding drought, , , , , ,2,15, ,10, ,yes,no,yes,no,no,none, ,yes,yes,yes,yes,no,no,nat_police,no,no,buul cgi,,110,no,yes,emergency, ,no,no,yes,40,yes,yes,240,0,0,2,0, , ,2, ,yes,yes,no,yes,no, , , , , , , , , ,2,2,weekly,none, , ,yes,40,market,yes,2,yes,no,no, , ,no,malaria, ,yes,42740,malaria, ,yes,2,primary ecd, ,no, , , ,community_leader radio, ,food water shelter, ,no,no,somali_standard,somali_maay,-0.352060097,42.53048398,yes,yes
43001,community_leader, ,yes,idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Bulo faturo,peri_urban,spontaneous_site,30,180,no, , , , , , , , , , ,60,30,40,20,30,30,0,0,0,0,0,no,no,yes,yes,42741,42742,no_management, , ,residents,yes,committees community_leader ngo_un,no,no,private, ,host, ,none, , , , ,no,no_rent, ,no, ,no,middle_juba,drought, , , , , , , , , ,7, ,1, ,no,no,no,yes,no,eviction, ,yes,yes,yes,yes,no,no,clan, ,no,buul,,30,no,no, , ,no,no,yes,30,yes,yes,20,3,2,1,0,1,2,0, ,yes,no,no,no,no, , , , , , , , , ,30,7,weekly,none, , ,yes,30,market,no, , ,no, , , , ,cholera_awd, ,yes,42742,cholera_awd, ,no, , , ,no, , , ,friends_family radio, ,food health contact_aid water shelter, ,no,yes,somali_maay,somali_standard,-0.352634288,42.5253186,yes,yes
43004,community_leader, ,yes,return_idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Banadiri,urban,spontaneous_site,47,340,no, , , , , , , , , , ,157,56,120,2,5,0,0,47,0,0,8,no,no,no,no,39661,40422,ingo, ,NRC,residents,yes,community_leader elders,no,no,private, ,host, ,formal,community,verbal,no, ,yes,no_rent, ,no, ,no, , , , , , , , , , , ,15, , , ,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,nat_police, ,no,cgi,,43,no,yes,permanent, ,yes,no,yes,50,yes,no, ,0,0,1,0, , ,1, ,no,yes,no,no,no, , , , , , , , , ,50,5,never,none, , ,yes,30,market,no, ,,yes, , , , ,cholera_awd malaria, ,no,42583,malaria, ,no, , , ,no, , , ,religious_leader community_leader, ,water shelter, ,no,no,somali_standard,somali_benaadir,-0.364931397,42.55239013,yes,yes
43005,community_leader, ,yes,idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Yaq halul,urban,spontaneous_site,50,300,no, , , , , , , , , , ,130,60,90,10,10,50,0,0,0,0,0,yes,no,no,no,42737,42740,local_authority, , ,residents womens elder_meeting, ,committees community_leader elders,no,no,private, ,host, ,none, , , , ,no,no_rent, ,no, ,no,middle_juba,conflict_surrounding drought, , , , , , , , , ,10, ,3, ,no,no,no,yes,no,eviction, ,yes,yes,yes,yes,no,no,clan, ,no,buul,,55,no,no, , ,no,no,yes,30,yes,yes,60,0,0,1,0, , ,1, ,no,no,no,no,no, , , , , , , , , ,30,7,weekly,none, , ,yes,30,market,no, , ,no, , , , ,cholera_awd malaria, ,yes,42741,cholera_awd, ,no, , , ,no, , , ,friends_family radio, ,food health contact_aid water shelter, ,no,yes,somali_standard,somali_maay,-0.360333747,42.5334764,yes,yes
43001,community_leader, ,yes,idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Dano,urban,planned_site,158,948,no, , , , , , , , , , ,514,104,140,80,110,158,0,0,0,0,10,yes,no,no,yes,41278,41279,community_leader, , ,womens elder_meeting education, ,committees community_leader local_government elders,no,no,private, ,host, ,formal,community,written,yes,43313,yes,no_rent, ,yes,42740,no,lower_juba,conflict_surrounding drought no_services, ,middle_juba, , , , , , ,8,14, ,1,3,yes,no,no,no,no,none, ,yes,yes,yes,yes,no,no,nat_police,no,no,buul cgi,,198,no,yes,dnk, ,yes,no,yes,30,yes,yes,240,20,20,0,0,12,14, , ,yes,yes,no,yes,no, , , , , , , , , ,15,3,weekly,none, , ,yes,30,market,yes,15,yes,no,no, , ,no,cholera_awd malaria diphtheria, ,yes,42012,cholera_awd, ,yes,15,primary, ,yes,5,tsfp, ,friends_family community_leader radio, ,food health water, ,no,no,somali_standard,somali_maay,-0.355189686,42.53134792,yes,yes
43002,community_leader, ,yes,idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Luqman galeer,urban,planned_site,45,225,no, , , , , , , , , , ,93,28,32,30,42,45,0,0,0,0,5,yes,no,no,yes,42012,42375,community_leader, , ,residents womens, ,elders,yes,no,private, ,host, ,formal,community,written,yes,43678,yes,no_rent, ,no, ,no,middle_juba,conflict_surrounding drought no_livelihoods, ,lower_juba,conflict_surrounding drought no_livelihoods, ,lower_shabelle,conflict_surrounding drought no_livelihoods, , ,7,4, ,1,1,yes,no,no,no,no,none, ,yes,yes,yes,yes,no,no,nat_police,no,no,buul cgi,,55,no,no, , ,no,no,yes,30,yes,yes,16,2,4,0,0,2,4, , ,no,no,no,no,no, , , , , , , , , ,10,7,weekly,none, , ,yes,4,market,yes,5,no,no,no, , ,no,malaria, ,no,42743,malaria, ,yes,2,primary ecd, ,no, , , ,community_leader radio, ,food water, ,no,no,somali_standard,somali_maay,-0.360613049,42.5326263,yes,yes
43002,community_leader, ,yes,return_idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Yaaqshabeel,urban,spontaneous_site,65,350,no, , , , , , , , , , ,168,26,85,48,23,5,0,60,0,0,13,yes,no,no,no,42381,42741,no_management, , ,residents,yes,elders,no,no,private, ,host, ,informal,community, ,no, ,yes,no_rent, ,no, ,no,lower_juba,drought no_livelihoods, ,middle_juba,drought no_livelihoods, , , , , ,9,18, ,5,2,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,none,no,no,buul,,26,no,no, , ,no,no,no, , ,no, ,0,0,0,0, , , , , , ,no,no,no, , , , , , , , , ,45,5,never,none, , ,yes,25,market,no, , ,yes, , , , ,malaria, ,no,42740,malaria, ,no, , , ,no, , , ,religious_leader community_leader, ,health shelter, ,no,no,somali_standard,somali_maay,-0.362110078,42.52899161,yes,yes
43002,community_leader, ,yes,return_idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Dhuudhu,urban,spontaneous_site,45,186,no, , , , , , , , , , ,56,32,40,16,42,2,0,43,0,0,10,no,no,yes,yes,42736,42741,no_management, , ,none,yes,community_leader elders,no,no,private, ,host, ,informal,community, ,no, ,yes,no_rent, ,dnk, ,no,lower_juba,conflict_community drought, ,middle_juba,conflict_surrounding drought, , , , , ,43,7, ,2, ,no,no,no,no,yes,none, ,yes,yes,yes,yes,no,no,none,no,no,buul cgi,,45,no,no, , ,yes,no,no, , ,yes,120,0,0,0,0, , , , , , ,no,no,no, , , , , , , , , ,50,5,weekly,none, , ,no, ,market,no, , ,yes, , , , ,cholera_awd malaria, ,yes,42742,malaria, ,no, , , ,no, , , ,friends_family religious_leader, ,health contact_aid shelter, ,no,no,somali_standard,somali_maay,-0.355714599,42.52320542,yes,yes
43003,community_leader camp_manager, ,yes,idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Yaaq bisharo,urban,spontaneous_site,50,250,no, , , , , , , , , , ,90,70,55,15,20,50,0,0,0,0,4,yes,no,no,no,42740,42741,community_leader, , ,womens elder_meeting, ,committees community_leader,no,no,private, ,host, ,informal,community, ,no, ,no,no_rent, ,no, ,no,lower_juba,conflict_surrounding drought, , , , , , , , ,5,15, ,3,3,yes,no,no,no,no,none, ,yes,yes,yes,yes,no,no,nat_police,no,no,buul,,50,no,no, , ,no,no,yes,30,yes,yes,60,0,0,0,0, , , , , , ,no,no,no, , , , , , , , , ,15,7,weekly,none, , ,yes,30,market,no, , ,no, , , , ,malaria, ,yes,42745,malaria, ,no, , , ,no, , , ,community_leader radio, ,food water shelter, ,no,no,somali_standard,somali_maay,-0.365703455,42.52619138,yes,yes
43003,community_leader camp_manager, ,yes,idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Camp Gabow,urban,spontaneous_site,50,250,no, , , , , , , , , , ,100,70,40,30,10,50,0,0,0,0,0,yes,yes,no,yes,42736,42737,community_leader, , ,elder_meeting,no,community_leader,no,no,private, ,host, ,informal,community, ,no, ,no,no_rent, ,yes,42741,no,lower_juba,conflict_surrounding drought, , , , , , , , ,2,15, ,2,1,yes,yes,no,no,no,none, ,yes,yes,yes,yes,no,no,nat_police,no,no,buul,,55,no,no, , ,no,no,yes,20,yes,yes,240,0,0,0,0, , , , , , ,no,yes,no, , , , , , , , , ,2,3,weekly,none, , ,yes,20,market,no, , ,no, , , , ,cholera_awd, ,yes,42738,cholera_awd, ,no, , , ,no, , , ,community_leader radio, ,food health water shelter, ,no,no,somali_standard,somali_maay,-0.366283527,42.53603714,yes,yes
43003,community_leader, ,yes,return_idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Gololay,urban,spontaneous_site,76,350,no, , , , , , , , , , ,120,56,92,36,46,0,0,76,0,0,6,yes,no,yes,yes,42742,42743,no_management, , ,residents,yes,community_leader elders,no,no,private, ,host, ,formal,community,written,no, ,yes,no_rent, ,no, ,no, , , , , , , , , , ,20,30, ,7, ,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,nat_police,no,no,buul,,58,yes,no, , ,no,no,no, , ,no, ,0,0,0,0, , , , , , ,no,no,no, , , , , , , , , ,30,5,weekly,none, , ,yes,50,market,no, , ,yes, , , , ,cholera_awd malaria, ,no,42743,malaria, ,no, , , ,no, , , ,religious_leader community_leader, ,food contact_aid water, ,no,no,somali_standard,somali_maay,-0.349462754,42.53209304,yes,yes
43004,community_leader, ,yes,idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Camp Four,urban,spontaneous_site,60,360,no, , , , , , , , , , ,145,60,90,25,40,60,0,0,0,0,60,yes,no,no,no,40552,41283,local_authority, , ,residents womens elder_meeting, ,committees elders,no,no,private, ,host, ,none, , , , ,no,no_rent, ,no, ,no,lower_juba,conflict_other drought, ,middle_juba,conflict_surrounding drought, , , , , , ,7, ,7,1,no,no,no,yes,no,eviction, ,yes,yes,yes,yes,no,no,clan, ,no,wattle_daub mud_adobe,,60,no,no, , ,no,no,yes,30,yes,yes,60,0,0,0,0, , , , , , ,no,no,no, , , , , , , , , ,60,7,weekly,none, , ,yes,30,market,no, , ,no, , , , ,malaria, ,yes,42742,malaria, ,no, , , ,no, , , ,friends_family radio, ,food health contact_aid water shelter, ,no,yes,somali_maay,somali_standard mushunguli,-0.352397011,42.55360094,yes,yes
43004,community_leader, ,yes,return_idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Hangash,urban,planned_site,65,260,no, , , , , , , , , , ,150,30,40,20,20,0,0,65,0,0,0,yes,no,yes,no,36534,42378,no_management, , ,none,no,committees community_leader,no,no,local_authority, , , ,formal,community,verbal,no, ,no,no_rent, ,no, ,yes, , , , , , , , , , , ,20, ,1,1,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,nat_police, ,no,brick cgi,,60,no,no, , ,yes,no,yes,30,yes,no, ,0,0,0,0, , , , , , ,no,no,no, , , , , , , , , ,10,7,weekly,none, , ,yes,38,market,yes,25,yes,yes,no, , ,no,cholera_awd malaria, ,no,42374,malaria, ,no, , , ,no, , , ,friends_family religious_leader community_leader, ,food contact_aid water shelter, ,no,no,somali_standard,somali_maay,-0.365713099,42.54879465,yes,yes
